nohup: ignoring input
2025-09-19 22:09:32,637 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-06, cloudbed: cloudbed.
2025-09-19 22:54:55,095 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-07, cloudbed: cloudbed.
2025-09-19 22:57:06,386 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-07, cloudbed: cloudbed.
2025-09-19 22:59:28,932 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-07, cloudbed: cloudbed.
2025-09-19 23:01:48,232 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-07, cloudbed: cloudbed.
2025-09-19 23:03:12,203 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-07, cloudbed: cloudbed.
2025-09-19 23:03:59,244 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-07, cloudbed: cloudbed.
2025-09-19 23:04:24,495 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-07, cloudbed: cloudbed.
2025-09-19 23:04:59,056 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-08, cloudbed: cloudbed.
2025-09-19 23:05:38,030 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-08, cloudbed: cloudbed.
2025-09-19 23:06:16,104 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-08, cloudbed: cloudbed.
2025-09-19 23:06:50,395 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-08, cloudbed: cloudbed.
2025-09-19 23:07:27,993 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-08, cloudbed: cloudbed.
2025-09-19 23:08:05,569 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-08, cloudbed: cloudbed.
2025-09-19 23:08:43,458 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-08, cloudbed: cloudbed.
2025-09-19 23:09:22,930 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-08, cloudbed: cloudbed.
2025-09-19 23:09:59,936 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-08, cloudbed: cloudbed.
2025-09-19 23:10:37,486 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-08, cloudbed: cloudbed.
2025-09-19 23:11:21,865 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-08, cloudbed: cloudbed.
2025-09-19 23:12:56,996 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-08, cloudbed: cloudbed.
2025-09-19 23:14:50,854 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-08, cloudbed: cloudbed.
2025-09-19 23:16:49,498 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-08, cloudbed: cloudbed.
2025-09-19 23:18:44,565 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-08, cloudbed: cloudbed.
2025-09-19 23:20:41,265 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-08, cloudbed: cloudbed.
2025-09-19 23:22:37,315 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-08, cloudbed: cloudbed.
2025-09-19 23:24:40,376 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-08, cloudbed: cloudbed.
2025-09-19 23:26:07,652 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-08, cloudbed: cloudbed.
2025-09-19 23:28:14,295 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-08, cloudbed: cloudbed.
2025-09-19 23:30:03,512 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-08, cloudbed: cloudbed.
2025-09-19 23:31:41,491 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-09, cloudbed: cloudbed.
2025-09-19 23:32:00,440 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-09, cloudbed: cloudbed.
2025-09-19 23:32:39,713 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-09, cloudbed: cloudbed.
2025-09-19 23:33:18,640 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-09, cloudbed: cloudbed.
2025-09-19 23:34:08,645 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-09, cloudbed: cloudbed.
2025-09-19 23:35:41,435 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-09, cloudbed: cloudbed.
2025-09-19 23:37:33,836 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-09, cloudbed: cloudbed.
2025-09-19 23:39:33,162 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-09, cloudbed: cloudbed.
2025-09-19 23:41:22,152 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-09, cloudbed: cloudbed.
2025-09-19 23:43:14,162 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-09, cloudbed: cloudbed.
2025-09-19 23:45:13,967 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-09, cloudbed: cloudbed.
2025-09-19 23:47:19,189 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-09, cloudbed: cloudbed.
2025-09-19 23:49:31,557 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-09, cloudbed: cloudbed.
2025-09-19 23:51:32,427 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-10, cloudbed: cloudbed.
2025-09-19 23:51:48,097 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-10, cloudbed: cloudbed.
2025-09-19 23:52:16,121 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-10, cloudbed: cloudbed.
2025-09-19 23:52:54,885 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-10, cloudbed: cloudbed.
2025-09-19 23:53:15,084 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-10, cloudbed: cloudbed.
2025-09-19 23:54:06,553 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-10, cloudbed: cloudbed.
2025-09-19 23:55:40,686 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-10, cloudbed: cloudbed.
2025-09-19 23:57:34,358 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-10, cloudbed: cloudbed.
2025-09-19 23:59:31,804 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-10, cloudbed: cloudbed.
2025-09-20 00:01:27,818 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-10, cloudbed: cloudbed.
2025-09-20 00:03:20,976 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-10, cloudbed: cloudbed.
2025-09-20 00:05:18,708 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-10, cloudbed: cloudbed.
2025-09-20 00:07:25,115 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-10, cloudbed: cloudbed.
2025-09-20 00:09:36,980 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-10, cloudbed: cloudbed.
2025-09-20 00:11:59,558 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-10, cloudbed: cloudbed.
2025-09-20 00:14:29,544 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-10, cloudbed: cloudbed.
2025-09-20 00:15:57,395 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-10, cloudbed: cloudbed.
2025-09-20 00:17:11,818 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-10, cloudbed: cloudbed.
2025-09-20 00:17:51,614 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-10, cloudbed: cloudbed.
2025-09-20 00:18:30,990 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-11, cloudbed: cloudbed.
2025-09-20 00:19:06,632 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-11, cloudbed: cloudbed.
2025-09-20 00:19:44,821 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-11, cloudbed: cloudbed.
2025-09-20 00:20:23,273 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-11, cloudbed: cloudbed.
2025-09-20 00:20:59,576 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-11, cloudbed: cloudbed.
2025-09-20 00:21:39,314 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-11, cloudbed: cloudbed.
2025-09-20 00:22:18,758 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-11, cloudbed: cloudbed.
2025-09-20 00:22:57,599 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-11, cloudbed: cloudbed.
2025-09-20 00:23:35,756 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-11, cloudbed: cloudbed.
2025-09-20 00:24:04,212 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-11, cloudbed: cloudbed.
2025-09-20 00:24:54,582 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-11, cloudbed: cloudbed.
2025-09-20 00:26:20,838 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-11, cloudbed: cloudbed.
2025-09-20 00:28:14,220 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-11, cloudbed: cloudbed.
2025-09-20 00:30:12,717 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-11, cloudbed: cloudbed.
2025-09-20 00:32:06,460 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-11, cloudbed: cloudbed.
2025-09-20 00:34:04,022 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-11, cloudbed: cloudbed.
2025-09-20 00:35:53,362 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-11, cloudbed: cloudbed.
2025-09-20 00:37:57,392 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-11, cloudbed: cloudbed.
2025-09-20 00:40:10,177 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-11, cloudbed: cloudbed.
2025-09-20 00:42:33,468 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-11, cloudbed: cloudbed.
2025-09-20 00:45:02,219 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-11, cloudbed: cloudbed.
2025-09-20 00:47:05,737 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-11, cloudbed: cloudbed.
2025-09-20 00:48:17,405 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-11, cloudbed: cloudbed.
2025-09-20 00:48:50,565 - INFO - Preprocessing traces: dataset_type: train_valid, date: 2025-06-11, cloudbed: cloudbed.
2025-09-20 00:49:28,118 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-12, cloudbed: cloudbed.
2025-09-20 00:49:57,083 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-12, cloudbed: cloudbed.
2025-09-20 00:50:33,544 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-12, cloudbed: cloudbed.
2025-09-20 00:51:11,217 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-12, cloudbed: cloudbed.
2025-09-20 00:51:38,421 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-12, cloudbed: cloudbed.
2025-09-20 00:52:16,722 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-12, cloudbed: cloudbed.
2025-09-20 00:52:57,613 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-12, cloudbed: cloudbed.
2025-09-20 00:53:24,300 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-12, cloudbed: cloudbed.
2025-09-20 00:54:03,771 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-12, cloudbed: cloudbed.
2025-09-20 00:54:42,953 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-12, cloudbed: cloudbed.
2025-09-20 00:55:34,719 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-12, cloudbed: cloudbed.
2025-09-20 00:57:08,327 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-12, cloudbed: cloudbed.
2025-09-20 00:59:00,182 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-12, cloudbed: cloudbed.
2025-09-20 01:00:59,015 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-12, cloudbed: cloudbed.
2025-09-20 01:02:55,892 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-12, cloudbed: cloudbed.
2025-09-20 01:04:50,682 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-12, cloudbed: cloudbed.
2025-09-20 01:06:50,611 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-12, cloudbed: cloudbed.
2025-09-20 01:08:52,339 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-12, cloudbed: cloudbed.
2025-09-20 01:11:02,585 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-12, cloudbed: cloudbed.
2025-09-20 01:12:30,664 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-12, cloudbed: cloudbed.
2025-09-20 01:13:36,709 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-13, cloudbed: cloudbed.
2025-09-20 01:14:14,214 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-13, cloudbed: cloudbed.
2025-09-20 01:14:52,830 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-13, cloudbed: cloudbed.
2025-09-20 01:15:31,239 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-13, cloudbed: cloudbed.
2025-09-20 01:15:56,589 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-13, cloudbed: cloudbed.
2025-09-20 01:16:35,079 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-13, cloudbed: cloudbed.
2025-09-20 01:17:13,829 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-13, cloudbed: cloudbed.
2025-09-20 01:17:51,868 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-13, cloudbed: cloudbed.
2025-09-20 01:18:30,369 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-13, cloudbed: cloudbed.
2025-09-20 01:19:21,913 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-13, cloudbed: cloudbed.
2025-09-20 01:20:55,247 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-13, cloudbed: cloudbed.
2025-09-20 01:22:48,317 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-13, cloudbed: cloudbed.
2025-09-20 01:24:42,063 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-13, cloudbed: cloudbed.
2025-09-20 01:26:40,289 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-13, cloudbed: cloudbed.
2025-09-20 01:28:37,610 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-13, cloudbed: cloudbed.
2025-09-20 01:30:35,861 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-13, cloudbed: cloudbed.
2025-09-20 01:32:36,886 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-13, cloudbed: cloudbed.
2025-09-20 01:34:50,132 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-13, cloudbed: cloudbed.
2025-09-20 01:36:52,169 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-13, cloudbed: cloudbed.
2025-09-20 01:37:15,833 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-14, cloudbed: cloudbed.
2025-09-20 01:37:46,893 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-14, cloudbed: cloudbed.
2025-09-20 01:38:24,870 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-14, cloudbed: cloudbed.
2025-09-20 01:39:03,224 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-14, cloudbed: cloudbed.
2025-09-20 01:39:41,921 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-14, cloudbed: cloudbed.
2025-09-20 01:40:21,686 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-14, cloudbed: cloudbed.
2025-09-20 01:40:59,233 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-14, cloudbed: cloudbed.
2025-09-20 01:41:38,563 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-14, cloudbed: cloudbed.
2025-09-20 01:42:17,123 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-14, cloudbed: cloudbed.
2025-09-20 01:43:08,283 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-14, cloudbed: cloudbed.
2025-09-20 01:44:43,010 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-14, cloudbed: cloudbed.
2025-09-20 01:46:01,700 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-14, cloudbed: cloudbed.
2025-09-20 01:48:02,183 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-14, cloudbed: cloudbed.
2025-09-20 01:49:55,812 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-14, cloudbed: cloudbed.
2025-09-20 01:51:40,109 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-14, cloudbed: cloudbed.
2025-09-20 01:53:35,830 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-14, cloudbed: cloudbed.
2025-09-20 01:55:41,314 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-14, cloudbed: cloudbed.
2025-09-20 01:57:11,545 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-14, cloudbed: cloudbed.
2025-09-20 01:59:09,492 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-14, cloudbed: cloudbed.
2025-09-20 02:00:37,786 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-14, cloudbed: cloudbed.
2025-09-20 02:01:52,337 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-14, cloudbed: cloudbed.
2025-09-20 02:02:41,522 - INFO - Preprocessing traces: dataset_type: test, date: 2025-06-14, cloudbed: cloudbed.
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-06/cloudbed/trace-parquet/trace_jaeger-span_2025-06-06_00-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-06/cloudbed/trace-parquet/trace_jaeger-span_2025-06-06_01-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-06/cloudbed/trace-parquet/trace_jaeger-span_2025-06-06_02-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-06/cloudbed/trace-parquet/trace_jaeger-span_2025-06-06_03-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-06/cloudbed/trace-parquet/trace_jaeger-span_2025-06-06_04-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-06/cloudbed/trace-parquet/trace_jaeger-span_2025-06-06_05-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-06/cloudbed/trace-parquet/trace_jaeger-span_2025-06-06_06-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-06/cloudbed/trace-parquet/trace_jaeger-span_2025-06-06_07-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-06/cloudbed/trace-parquet/trace_jaeger-span_2025-06-06_08-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-06/cloudbed/trace-parquet/trace_jaeger-span_2025-06-06_09-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-06/cloudbed/trace-parquet/trace_jaeger-span_2025-06-06_10-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-06/cloudbed/trace-parquet/trace_jaeger-span_2025-06-06_11-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-06/cloudbed/trace-parquet/trace_jaeger-span_2025-06-06_12-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-06/cloudbed/trace-parquet/trace_jaeger-span_2025-06-06_13-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-06/cloudbed/trace-parquet/trace_jaeger-span_2025-06-06_14-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-06/cloudbed/trace-parquet/trace_jaeger-span_2025-06-06_15-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-06/cloudbed/trace-parquet/trace_jaeger-span_2025-06-06_16-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-06/cloudbed/trace-parquet/trace_jaeger-span_2025-06-06_17-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-06/cloudbed/trace-parquet/trace_jaeger-span_2025-06-06_18-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-06/cloudbed/trace-parquet/trace_jaeger-span_2025-06-06_19-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-06/cloudbed/trace-parquet/trace_jaeger-span_2025-06-06_20-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-06/cloudbed/trace-parquet/trace_jaeger-span_2025-06-06_21-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-06/cloudbed/trace-parquet/trace_jaeger-span_2025-06-06_22-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-06/cloudbed/trace-parquet/trace_jaeger-span_2025-06-06_23-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-07/cloudbed/trace-parquet/trace_jaeger-span_2025-06-07_00-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-07/cloudbed/trace-parquet/trace_jaeger-span_2025-06-07_01-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-07/cloudbed/trace-parquet/trace_jaeger-span_2025-06-07_02-00-00.parquet
/root/shared-nvme/data_set/2025_CCF_aiops-live-benchmark/phaseone/2025-06-07/cloudbed/trace-parquet/trace_jaeger-span_2025-06-07_03-00-00.parquet
